436,Calypso Crystal,c.crystal.23@dartmouth.edu,2023,f,m
437,Andromeda Azura,a.azura.25@dartmouth.edu,2025,f,m
438,Lysandra Luna,l.luna.26@dartmouth.edu,2026,f,m
439,Aurelia Amethyst,a.amethyst.22@dartmouth.edu,2022,f,m
440,Elara Eclipsa,e.eclipsa.24@dartmouth.edu,2024,f,m
441,Nymeria Nectar,n.nectar.23@dartmouth.edu,2023,f,m
442,Isolde Ivory,i.ivory.25@dartmouth.edu,2025,f,m
443,Celestia Celestial,c.celestial.26@dartmouth.edu,2026,f,m
444,Aurora Aether,a.aether.22@dartmouth.edu,2022,f,m
445,Seraphina Solstice,s.solstice.24@dartmouth.edu,2024,f,m
446,Lyra Lavender,l.lavender.23@dartmouth.edu,2023,f,m
447,Artemis Azure,a.azure.25@dartmouth.edu,2025,f,m
448,Persephone Phoenix,p.phoenix.26@dartmouth.edu,2026,f,m
449,Andromeda Ash,a.ash.22@dartmouth.edu,2022,f,m
450,Elara Evergreen,e.evergreen.24@dartmouth.edu,2024,f,m
451,Aurora Asteria,a.asteria.23@dartmouth.edu,2023,f,m
452,Cressida Crystal,c.crystal.25@dartmouth.edu,2025,f,m
453,Calypso Cosmos,c.cosmos.26@dartmouth.edu,2026,f,m
454,Astraea Amaranth,a.amaranth.22@dartmouth.edu,2022,f,m
455,Elara Eclipse,e.eclipse.24@dartmouth.edu,2024,f,m
456,Nova Nebula,n.nebula.23@dartmouth.edu,2023,f,m
457,Andromeda Aquamarine,a.aquamarine.25@dartmouth.edu,2025,f,m
458,Lysandra Luna,l.luna.26@dartmouth.edu,2026,f,m
459,Aurora Amethyst,a.amethyst.22@dartmouth.edu,2022,f,m
460,Elara Eclipsa,e.eclipsa.24@dartmouth.edu,2024,f,m
461,Nymeria Nectar,n.nectar.23@dartmouth.edu,2023,f,m
462,Isolde Ivory,i.ivory.25@dartmouth.edu,2025,f,m
463,Celestia Celestial,c.celestial.26@dartmouth.edu,2026,f,m
464,Aurora Aether,a.aether.22@dartmouth.edu,2022,f,m
465,Seraphina Solstice,s.solstice.24@dartmouth.edu,2024,f,m
466,Lyra Lavender,l.lavender.23@dartmouth.edu,2023,f,m
467,Artemis Azure,a.azure.25@dartmouth.edu,2025,f,m
468,Persephone Phoenix,p.phoenix.26@dartmouth.edu,2026,f,m
469,Andromeda Ash,a.ash.22@dartmouth.edu,2022,f,m
470,Elara Evergreen,e.evergreen.24@dartmouth.edu,2024,f,m
471,Aurora Asteria,a.asteria.23@dartmouth.edu,2023,f,m
472,Cressida Crystal,c.crystal.25@dartmouth.edu,2025,f,m
473,Calypso Cosmos,c.cosmos.26@dartmouth.edu,2026,f,m
474,Astraea Amaranth,a.amaranth.22@dartmouth.edu,2022,f,m
475,Elara Eclipse,e.eclipse.24@dartmouth.edu,2024,f,m
476,Nova Nebula,n.nebula.23@dartmouth.edu,2023,f,m
477,Andromeda Aquamarine,a.aquamarine.25@dartmouth.edu,2025,f,m
478,Lysandra Luna,l.luna.26@dartmouth.edu,2026,f,m
479,Aurora Amethyst,a.amethyst.22@dartmouth.edu,2022,f,m
480,Elara Eclipsa,e.eclipsa.24@dartmouth.edu,2024,f,m
481,Nymeria Nectar,n.nectar.23@dartmouth.edu,2023,f,m
482,Isolde Ivory,i.ivory.25@dartmouth.edu,2025,f,m
483,Celestia Celestial,c.celestial.26@dartmouth.edu,2026,f,m
484,Aurora Aether,a.aether.22@dartmouth.edu,2022,f,m
485,Seraphina Solstice,s.solstice.24@dartmouth.edu,2024,f,m
486,Lyra Lavender,l.lavender.23@dartmouth.edu,2023,f,m
487,Artemis Azure,a.azure.25@dartmouth.edu,2025,f,m
488,Persephone Phoenix,p.phoenix.26@dartmouth.edu,2026,f,m
489,Andromeda Ash,a.ash.22@dartmouth.edu,2022,f,m
490,Elara Evergreen,e.evergreen.24@dartmouth.edu,2024,f,m
491,Aurora Asteria,a.asteria.23@dartmouth.edu,2023,f,m
492,Cressida Crystal,c.crystal.25@dartmouth.edu,2025,f
