174,Dean Vincent,d.vincent.27@dartmouth.edu,2027,m,f
175,River York,r.york.26@dartmouth.edu,2026,m,f
176,Ezekiel Flynn,e.flynn.25@dartmouth.edu,2025,m,f
177,Emmett Blackburn,e.blackburn.28@dartmouth.edu,2028,m,f
178,Knox Atkinson,k.atkinson.27@dartmouth.edu,2027,m,f
179,Beckett O'Neill,b.oneill.26@dartmouth.edu,2026,m,f
180,Cash Hensley,c.hensley.25@dartmouth.edu,2025,m,f
181,Kieran Velasquez,k.velasquez.28@dartmouth.edu,2028,m,f
182,Orlando Hodge,o.hodge.27@dartmouth.edu,2027,m,f
183,Felix Montoya,f.montoya.26@dartmouth.edu,2026,m,f
184,Jude Cabrera,j.cabrera.25@dartmouth.edu,2025,m,f
185,Emerson Crosby,e.crosby.28@dartmouth.edu,2028,m,f
186,Rylan Gutierrez,r.gutierrez.27@dartmouth.edu,2027,m,f
187,Erick Cuevas,e.cuevas.26@dartmouth.edu,2026,m,f
188,Titus Bartlett,t.bartlett.25@dartmouth.edu,2025,m,f
189,Archer Nolan,a.nolan.28@dartmouth.edu,2028,m,f
190,Harrison Blackburn,h.blackburn.27@dartmouth.edu,2027,m,f
191,Luca Bradford,l.bradford.26@dartmouth.edu,2026,m,f
192,Lane Hensley,l.hensley.25@dartmouth.edu,2025,m,f
193,Griffin Avila,g.avila.28@dartmouth.edu,2028,m,f
194,Brock Hendrix,b.hendrix.27@dartmouth.edu,2027,m,f
195,Silas Sheppard,s.sheppard.26@dartmouth.edu,2026,m,f
